104,Ae Watan Ae Watan Humko Teri Qasam
105,Afeemi
106,Afsana
107,Aga Bhai
108,Agar Main Kahoon
109,Agar Tu Hota
110,Agar Tum Mil Jao
111,Agar Tum Saath Ho
112,Agg Lage Aaj Kal De Fashion Nu
113,Aha Aha
114,Aila Re Aila
115,Ainvayi Ainvayi
116,Ainvayi Ainvayi (Dilli Club Mix)
117,Aisa Deewana
118,Aisa Des Hai Mera
119,Aisa Jadoo
120,Aisa Kyoon Hota Hai
121,Aisa Kyun Maa
122,Aise Na Mujhe Tum Dekho
123,Aiyo Ji
124,Ajab Leher Hai Meri
125,Ajib Dastan Hai Yeh
126,Ajnabi
127,Ajnabi Mujhko Itna Bata
128,Ajnabi Shehar
129,Akh Lad Jaaye
130,Akhiyaan Milaoon Kabhi
131,Akkad Bakkad
132,Akkha India Janta Hai
133,Ala Barfi
134,Albela Sajan
135,Alcholic (Remix)
136,Alcoholic
137,Alfazon Ki Tarah (Unplugged)
138,Ali Ali – Qawwali
139,Ali Maula
140,Alif Zaber Aa
141,Alisha
142,Alizeh
143,All Izz Well
144,All The Best
145,Allah Duhai Hai
146,Allah Hafiz
147,Allah Hi Reham
148,Allah Kare Dil Na Lage
149,Allah Ke Bande
150,Allah Maaf Kare
151,Alvida
152,Anandoloke
153,Anarkali Disco Chali
154,Andaz Mera Mastana
155,Andekhi Anjaani
156,Andha Dhun
157,Ang Lag Ja Balma
158,Ang Laga De
159,Ang Se Ang Lagana
160,Angelina
161,Anjaana Anjaani Ki Kahani
162,Ankahee
163,Ankhiyaan
164,Ankhiyon Se Goli Mare
165,Ankhon Se Tune Yeh Kya
166,Apna Time Aayega
167,Apni Bhi Kya Zindagi Hai
168,Apni To Har Aah
169,Apni To Jaise Taise
170,Apni Ulfat Pe Zamane Ka
171,Are Diwano Mujhe Pehchano
172,Are Re Are
173,Arre Yaaro Mere Pyaaro
174,Arziyan
175,Asalaam-E-Ishqum
176,Assalaam Vaalekum
177,Aur Is Dil Mein
178,Auva Auva Koi Yahan Nache
179,Awaara
180,Awaarapan Banjarapan
181,Awaaz Deke
182,Awara Hoon
183,Ay Hairathe
184,Ay Sakhi
185,Ayaashi
186,Aye Dil Laaya Hai Bahaar
187,Aye Khuda
188,Aye Khuda (Duet)
189,Aye Manya
190,Aye Meri Zindagi – Male Version
191,Aye Meri Zohra Jabeen
192,Aye Watan Aye Watan
193,Aye Watan Tere Liye
194,Aye Zindagi Gale Lagaa Le
195,Azmale Ye Formulae
196,Baadal
197,Baadalon Mein Chup Raha Chand
198,Baap Ki Kasam
199,Baari Barsi
200,Baarish
201,Baarish (Atif Aslam)
202,Baat Ban Jaaye
203,Baatein Kuch Ankahee
204,Baatein Ye Kabhi Na (Female)
205,Baawra
206,Baawre
207,Baba Bolta Hain Bas Ho Gaya
208,Baba Meri Yeh Jawani
209,Babbe Mast
210,Babuji Zara Dheere Chalo
211,Babul Pyare
212,Baby Doll
213,Baby Doll (Remix)
214,Baby Ko Bass Pasand Hai
215,Bachalo Bachalo
216,Bachna Ae Haseeno
217,Bad Baby
218,Badan Juda Hote Hain
219,Badan Pe Sitaare
220,Badass Babuaa
221,Bade Armanon Se
222,Bade Miyan Chote Miyan
223,Badi Dheere Jali
224,Badi Mushkil Hai
225,Badlapur
226,Badle Badle Mere Sarkar
227,Badnaamiyan
228,Badri Ki Dulhania
229,Badtameez Dil
230,Bahara
231,Bahut Pyar Karte Hai (Male Version)
232,Bakheda
233,Bakhuda Tumhi Ho
234,Balam Pichkari
235,Balam Se Milan Hoga
236,Balma
237,Balma Tum Balma Ho Mere Khali
238,Bam Lahiri
239,Bambai Se Aaya Mera Dost
240,Ban Dance Mein Kutta
241,Ban Ja Rani
242,Bana Ke Kyon Bigada Re
243,Banarasiya
244,Band Baaja Baaraat Mashup
245,Banda Parwar
246,Bande Mein Tha Dum… Vande Mataram
247,Bandeya
248,Bandeyaa
249,Bang Bang
250,Banjaara
251,Barbaad Raat
252,Barsaat Ke Mausam Mein
253,Barso Re
254,Bas Ek Kinng
255,Bas Tu Hai
256,Bass Gira De Raja
257,Bawara Mann
258,Bawla Sa Sapna
259,Be Intehaan
260,Beat It Bijuriya
261,Beat Juunglee
262,Beat Pe Booty
263,Bebo
264,Bechayan Sapne
265,Bedardi Mere Saiyan
266,Beech Beech Mein
267,Beedi
268,Behene De
269,Behka
270,Behti Hawa Sa Tha Woh
271,Bekarar Karke Hume
272,Bekas Pe Karam Kijiye
273,Bekhudi
274,Beliya
275,Beparwah
276,Besabriyaan
277,Besharmi Ki Height
278,Besharmi Ki Height (Remix)
279,Bewafa Beauty
280,Bewajah
281,Bezubaan
282,Bhaag Milky Bhaag
283,Bhaage Re Mann
284,Bhagwan Ek Qasoor Ki
285,Bhangda Pa
286,Bhangra Bistar
287,Bhangra Ta Sajda
288,Bhanware Ne Khilaya Phool
289,Bhar Do Jholi Meri
290,Bhare Bazaar
291,Bheege Hont Tere
292,Bheegh Loon (Male)
293,Bheegi Si Bhaagi Si
294,Bholi Si Surat
295,Bhool Bhulaiyaa
296,Bhooli Bisri Ek Kahani
297,Bhoot Aaya
298,Bichdann
299,Billionaire
300,Bin Tere
301,Binte Dil
302,Bipasha
303,Birthday Bash
304,Bismil
305,Bismillah
306,Black Jama Hai
307,Bloody Hell
308,Blue (Theme)
309,Bodyguard
310,Boi Boi
311,Bol Beliya
312,Bol Do Na Zara
313,Bol Radha Bol
314,Bola Har Har Har
315,Bole Chudiyan
316,Bolo Har Har Har
317,Bom Diggy Diggy
318,Boond Boond
319,Boss Entry – Theme
320,Boss Title Track
321,Brothers Mashup
322,Buddhu Sa Mann
323,Bulleya
324,Bum Bum Bole
325,Bum Mein Dum
326,Bumbro Bumbro
327,Butterfly
328,Bye Bye Miss Good Night
329,Capuchino
330,Catch Me If U Can
331,Chaar Botal Vodka
332,Chaar Botal Vodka (Remix)
333,Chaar Dina Ki
334,Chaar Kadam
335,Chaar Shanivaar
336,Chad Gayi Hai
337,Chahat Se Hai Begani
338,Chahe Zubaan
339,Chahoon Bhi
340,Chak De
341,Chak De India
342,Chak Lein De
343,Chal Akela Chal Akela
344,Chal Jhoothi
345,Chal Wahan Jaate Hain
346,Chalak Chalak
347,Chali Kahani
348,Challa
349,Challa Chaap Chunariya
350,Chalo Dildar Chalo
351,Chalo Ek Bar Phir Se
352,Chalte Chalte
353,Chalti Hai Kya 9 Se 12
354,Cham Cham
355,Chamak Challo Chel Chabeli
356,Chamakti Shaam Hai
357,Chamma Chamma
358,Chammak Challo (Remix)
359,Chanchal Mann Ati Random
360,Chand Si Mehbooba Ho Meri
361,Chand Sifarish
362,Chand Sitare
363,Chandan Sa Badan
364,Chandni O Meri Chandni
365,Chandralekha
366,Channa Mereya
367,Char Baj Gaye (Party Abhi Baaki Hai)
368,Character Dheela
369,Chaska
370,Chaudhvin Ka Chand
371,Cheez Badi
372,Chennai Express Mashup
373,Chhad Zid Karna
374,Chhaliya
375,Chhalka Chhalka Re
376,Chhan Ke Mohalla
377,Chheda Mera Dil Ne Tarana
378,Chhil Gaye Naina
379,Chhod Diya
380,Chhote Chhote Peg
381,Chhote Chhote Peg (Remix)
382,Chhoti Chhoti Raatein
383,Chhupana Bhi Nahin Aata
384,Chichora Piya
385,Chicken Kuk Doo Koo
386,Chikini Chameli (Remix)
387,Chikni Chameli
388,Chin Chin Chu
389,Chitta Ve
390,Chitthi Aai Hai
391,Chittiyaan Kalaiyaan
392,Chittiyaan Kalaiyaan (Remix)
393,Chodo Kal Ki Batein
394,Chogada
395,Chokra Jawaan
396,Choli Ke Peeche Kya Hai (Female)
397,Chookar Mere Man Ko
398,Chor Bazari
399,Chori Chori Chori Se
400,Chori Chori Chupke Chupke
401,Chori Chori Dil Le Gaya
402,Chot Dil Pe Lagi
403,Chot Lage Tujhko – Sad
404,Chota Sa Fasana
405,Chote Bade
406,Chote Chote Bhaiyon Ke Bade Bhaiya
407,Chuee Muee
408,Chugliyaan
409,Chupke Chupke Ghoor Na Mujhko
410,Chupke Se
411,Chupke Se Sun
412,Chura Liya Hai
413,Chura Lo Dil Mera
414,Churao Na Dil
415,Churiyan Kanak Gayee
416,Coca Cola
417,Cocktail Mashup
418,Confused Lover
419,Crazy Kiya Re
420,Cutiepie
421,Da Da Dasse
422,Daag
423,Daagh Na Lag Jaye
424,Daaru Band Kal Se
425,Daaru Desi
426,Daaru Wargi
427,Daata Tu
428,Daawat e Ishq
429,Daayre
430,Daddy Mummy
431,Dagabaaz Re
432,Dagabaaz Tori Batiyan
433,Dagariyo Chalo
434,Daiya Daiya Daiya Re
435,Daiyya Maiyya
436,Dam Bhar Jo Udhar Munh Phere
437,Dance Basanti
438,Dance Basanti (Remix)
439,Dance Pe Chance
440,Dancing Jodi
441,Dangal
442,Danka Bajega
443,Dar Pe Aaye Hain Tere Kasam Le
444,Darasal
445,Darbadar
446,Dard Dilo Ke  (Reprise)
447,Dard Ka Pata
448,Dard Karaara
449,Dariya Ho
450,Daryaa
451,Dastaan-e-Om Shanti Om
452,De De Jagah
453,De De Pyaar De
454,De Di Azadi Hamen Bina
455,Deewana Main Chala
456,Deewane Hai Deewanon Ko
457,Deewangi Deewangi
458,Deewani Mastani
459,Dekh Lena
460,Dekha Ek Khwab
461,Dekha Hai Pehli Baar
462,Dekha Hazaro Dafaa
463,Dekha Tujhe Toh
464,Dekhen Bhi To Kya Dekhen
465,Dekhiye Aji Jaaneman
466,Dekho Bijli Dole Bin Badal Ki
467,Dekho Dekho Dil Ye Bole
468,Dekho Dekho Jaanam
469,Dekho Nashe Mein
470,Dekho Zara Kaise Balkhake Chali
471,Dekhte Dekhte
472,Der Na Ho Jaye Kahin
473,Der Se Aana Jaldi Jaana
474,Des Mere Des
475,Des Rangila
476,Desi Beat
477,Desi Girl
478,Desi Look
479,Desi Look (Remix)
480,Desi Romance
481,Dhaakad
482,Dhadak Title Track
483,Dhadakne Lagta Hai Mera Dil
484,Dhadkane Saansein Jawani
485,Dhadkanein Kehti Hai
486,Dhai Akhar
487,Dhak Dhak Karne Laga
488,Dhal Jaun Main
489,Dhanak
490,Dhat Teri Ki
491,Dhating Naach
492,Dhayaan Chand
493,Dheemi Dheemi
494,Dheere Dheere (Remix)
495,Dheere Dheere Bol Koi Sun Na Le
496,Dheere Dheere Se Meri Zindagi Mein Aana
497,Dhik Ta Na Na – Duet
498,Dhiktana – 2
499,Dhin Tak Dhin Tak
500,Dhingana
501,Dhinka Chika
502,Dhinka Chika (Remix)
503,Dhokha Dhadi
504,Dhol Baaje
505,Dholida
506,Dholna
507,Dhoom Again
508,Dhoom Dhaam
509,Dhoom Dhadakka
510,Dhoom Machale
511,Dhoom Machale Dhoom
512,Dhoom Tana
513,Dhoondo Dhoondo Re Sajna
514,Dhoop
515,Dhoop Ke Makaan Sa
516,Dhunki
517,Dhup Chik
518,Didi Tera Devar Deewana
519,Dil Apna Aur Preet Parai
520,Dil Ashkon Mein
521,Dil Chahta Hai
522,Dil Chori
523,Dil Chura Le
524,Dil Dance Maare
525,Dil Darbadar
526,Dil Deewana Bin Sajna Ke
527,Dil Dene Ki Ruth
528,Dil Dhadakne Do
529,Dil Dil Deewana
530,Dil Diwana
531,Dil Diyan Gallan
532,Dil Dooba
533,Dil Jaane Jigar Tujhpe Nisar Kiya Hai
534,Dil Jaane Na
535,Dil Jalon Ka Dil Jala Ke
536,Dil Jo Na Keh Saka
537,Dil Ka Koi Tukda
538,Dil Ka Qaraar
539,Dil Ka Rishta
540,Dil Kehta Hai
541,Dil Kho Gaya
542,Dil Ki Hai Tamanna
543,Dil Ki Kahani Rang Layee Hai
544,Dil Ko Aaya Sukoon
545,Dil Kya Kare
546,Dil Kyun Yeh Mera
547,Dil Laga Na
548,Dil Leke
549,Dil Me Kayi Armaan
550,Dil Mein Baji Pyar Ki Shehnaiyan
551,Dil Mein Chhupa Loonga
552,Dil Mein Dard Sa Jaga Hai
553,Dil Mein Sanam Ki Soorat
554,Dil Mera Churaya Kyun
555,Dil Mera Ek Aas Ka Panchhi
556,Dil Mere
557,Dil Meri Na Sune
558,Dil Na Diya
559,Dil Na Jaane Kyun
560,Dil Na Kahin Lagana
561,Dil Ne Ye Kaha Hai Dil Se
562,Dil Samander
563,Dil Se Nikal Kar Dil Ko Gayee Hain
564,Dil Se Re
565,Dil Tadap Tadap Ke Kah Raha
566,Dil Tera Diwana
567,Dil Tham Chale Hum Aaj Kidhar
568,Dil To Bachcha Hai
569,Dil To Dete Nahin
570,Dil To Pagal Hai
571,Dil Tu Hi Bataa
572,Dil Vich Lagya
573,Dil Ye Dancer Ho Gaya
574,Dil Ye Ladaku
575,Dilbar
576,Dilbaro
577,Dillagi Main Jo Beet Jaye
578,Dilli Wali Girlfriend
579,Dilnashin Dilnashin
580,Dilrubaon Ke Jalwe
581,Din Dhal Gaya Hai
582,Din Sara Guzara Tore Angana
583,Ding Dang
584,Disco Disco
585,Diwani Tum Jawanon Ki
586,Do Anjaane Ajnabi
587,Do Dilon Ke
588,Do Hanson Ka Joda
589,Do Lafzon Ki Hai Dil Ki Kahani
590,Do Me A Favour Let’s Play Holi
591,Do Pal
592,Do Peg Maar
593,Dola Re Dola
594,Dooba Re Dooba
595,Door Na Ja
596,Doori
597,Dooriyan
598,Dooriyan Hain Zaroori Bhi Hai
599,Drama Queen
600,Dreamum Wakeupum
601,Dua
602,Dukki Tikki
603,Dulhan Hum Le Jayenge
604,Dum Dum
605,Dum Dum Diga Diga
606,Dum Duma Dum
607,Dum Maaro Dum
608,Duniya Bananewale
609,Dus Bahane
610,Dushman Dil Ka Jo
611,E – Gulbadan Phoolon Ki Mahek
612,Ehsan Tera Hoga Mujh Par
613,Ek But Banaoonga
614,Ek Dafa Ek Jungle Tha
615,Ek Dil Ek Jaan
616,Ek Dil Hai
617,Ek Dilruba Hai
618,Ek Din Aap
619,Ek Din Bik Jayega Mati Ke Mol
620,Ek Do Teen
621,Ek Do Teen Song
622,Ek Duje Ke Vaaste
623,Ek Garam Chai Ki Pyali
624,Ek Haseena Thi
625,Ek Ladki Ko Dekha Toh Aisa Laga
626,Ek Lo Ek Muft
627,Ek Mulaqat
628,Ek Onkaar
629,Ek Pal Ka Jeena
630,Ek Pardesi Door Se Aaya
631,Ek Sawal Main Karoon
632,Ek Tha Tiger Mashup
633,Ek Thi Ladki Meri Saheli
634,Ek Tu Hi Bharosa
635,Ek Villain
636,Engine Ki Seeti
637,Enna Sona
638,Enu Naam Che Raees
639,Every Night & Day
640,F.U.N. Fun Funaa
641,Fake Ishq
642,Falak Dekhun
643,Farrata
644,Fashion Khatam Mujhpe
645,Fatal Attraction
646,Fevicol Se
647,Fevicol Se (Remix)
648,Fitoori
649,Flip Your Collar Back
650,Follow Me
651,Foolishq
652,Freak Out
653,Fugly Fugly Kya Hai
654,Fukraa
655,Full Jhol
656,G Pe Danda
657,G Phaad Ke (Remix)
658,Gaal Gulabi Kis Ke Hain
659,Gaaye Jaa (Male)
660,Gadbad Ho Gayee
661,Gajanana
662,Gal Ban Gayi
663,Gal Ban Gayi (Remix)
664,Galat Baat Hai
665,Gale Lag Ja
666,Gali Gali
667,Galla Goriyan – Aaja Soniye
668,Gallan Goodiyaan
669,Galliyan
670,Galti Se Mistake
671,Gandi Baat
672,Gawah Hai Chand Tare
673,Gazab Ka Hai Din
674,Gehra Ishq
675,Gela Gela Gela
676,Genda Phool
677,Gerua
678,Get Up Jawani
679,Ghagra
680,Ghar
681,Ghoomar
682,Ghoonghat Ki Aadh Se
683,Ghoongte Mein Chanda
684,Ghum Shuda
685,Gilehriyaan
686,Girl I Need You
687,Girls Like To Swing
688,Give Me Some Sunshine
689,Glamorous Ankhiyaan
690,Go Go Govinda
691,Go Go Govinda (Reprise)
692,Go Pagal
693,Gold Tamba
694,Golmaal Again Title Track
695,Good Man Di Laaltein
696,Good Morning
697,Good Morning India
698,Goodnight
699,Gore Gore Se
700,Gore Mukhde Pe Zulfa Di Chaava
701,Gori Ghunghat Mein Mukhda
702,Gori Gori
703,Gori Gori Gori Gori
704,"Gori Ka Sajan, Sajan Ki Gori"
705,Gori Tu Latth Maar
706,Gori Zara Hans De Tu Hans De
707,Goron Ki Na Kalon Ki
708,Gud Naal Ishq Mitha
709,Gudgudi
710,Gudiya Rani
711,Guest In London
712,Gulaabo
713,Gulabi
714,Gulabi Aankhen
715,Gulon Mein Rang Bhare
716,Gum Hai Kisi Ke Pyar Mein
717,Gun Gun Guna
718,Gunday Mashup
719,Gunja Re Chandan
720,Ha Raham Mehfuz
721,Haan Bhai Haan
722,Haanikaarak
723,Haareya
724,Haath Chhute Bhi
725,Haathon Mein Thhe Haath
726,Haawa Haawa
727,Hafiz Hafiz
728,Hai Dil
729,Hai Hai Mirchi
730,Hai Isi Men Pyar Ki Abroo
731,Hai Jaana Hai Jaana
732,Hai Junoon
733,Hai Rama
734,Hai Re Hai Re
735,Haila Haila
736,Hairat
737,Hale Dil
738,Halka Halka
739,Halkat Jawani
740,Halla Re
741,Halo Re
742,Ham The Jinke Sahare
743,Hamare Gaon Koi
744,Hamari Adhuri Kahani
745,Hamari Shaadi Mein
746,Hamdam Mere
747,Hamdard
748,Hamesha Tumko Chaha
749,Hangover
750,Hans Mat Pagli
751,Happy Budday
752,Happy Ending
753,Happy Ending Mashup
754,Happy Happy
755,Har Dil Jo Pyar Karega
756,Har Ek Friend Kamina Hota Hai
757,Har Har Gange
758,Har Subah
759,Har Subah Yaad Rakhna
760,Hard Hard
761,Hare Krishna Hare Ram
762,Harry Is Not Bhramchari
763,Haseeno Ka Deewana
764,Haseeno Ko Aate Hain
765,Haseenon Ki Sawari Hai
766,Hasi
767,Hasi Ban Gaye
768,Hass Nache Le
769,Hatt Ja Tau
770,Haule Haule (Remix)
771,Hawa Hawa
772,Hawa Hawai 2.0
773,Hawayein
774,Hay Re Insaan Ki Majbooriya
775,Heer
776,Heer Badnaam
777,Heeriye
778,Helicopter
779,Hello Hello
780,Hey Ooi Amma Ooi Amma
781,Hey Shona
782,Hey Ya I See You Walking
783,High Heels Te Nachche
784,High Heels Te Nachche (Remix)
785,High Rated Gabru – Nawabzaade
786,Hip Hip Huraah
787,Hip Hop Pammi
788,Ho Gaya Hai Tujhko To Pyar Sajna
789,Ho Maine Pyar Kiya
790,Ho Nahi Sakta
791,Ho Sarkay Leo Khattiya Jada Lage
792,Holi Aayi Re
793,Holi Biraj Ma
794,Holi Khelein
795,Hona Hai Kya
796,Hona Tha Pyar
797,Honeymoon Ki Raat
798,Hookah Bar (Remix)
799,Hoor
800,Hori Khele Raghuveera
801,Horn OK Please
802,Hoshwalon Ko Khabar Kya
803,Hu Ba Hu
804,Hua Hain Aaj Pehli Baar
805,Hudd Hudd Dabangg
806,Hug Me
807,Hum Badi Door Chale Aaye
808,Hum Hain Insaaf
809,Hum Ko Maaloom Hain
810,Hum Ko Tumhare Ishq Ne
811,Hum Lakh Chupaye
812,Hum Laye Hain Toofan Se Kashti Nikal Ke
813,Hum Mar Jayenge
814,Hum Nahi Sudhrenge
815,Hum Pyaar Hai Tumhare
816,Hum Pyar Karne Wale
817,Hum Saath-Saath Hain
818,Hum To Bhai Jaise Hain
819,Hum To Dil Chahen Tumhara
820,Hum To Dil Se Haare
821,Hum To Tere Aashiq Hain
822,Hum Tum
823,Hum Tumhare Hain Sanam
824,Hum Tumhe Chahte Hai Aise
825,Hum Tumhe Kaise Bataye
826,Humen Kash Tumse Mohabbat
827,Humka Peeni Hai
828,Humka Peeni Hai Peeni
829,Humko Humise Chura Lo
830,Humko Pyaar Hua
831,Humko Tumse Ho Gaya Hai Pyar
832,Humko Tumse Pyar Hai
833,Hummein Tummein Jo Tha
834,Humnava
835,Humne Ghar Choda Hai
836,Humne Pee Rakhi Hai
837,Humsafar
838,Husn Parcham
839,Huzur Is Kadar
840,I Am A Disco Dancer
841,I Don’t Luv U
842,I Feel Good
843,I Love My India
844,I Love You
845,I Wanna Tera Ishq
846,Ibn-E-Batuta
847,Idhar Chala Mein Udhar Chala
848,Ijazat
849,Ik Junoon
850,Ik Tu Hi Tu Hi
851,Ik Vaari Aa
852,Ikk Kudi
853,Iktara
854,Ilahi
855,Imli Ka Boota
856,In Kadmon Ke Neeche
857,In Lamhon Ke Daaman Mein
858,In Panchion Ko Dekh Kar
859,India Wale
860,Insaaf Ki Dagar Pe Bachchon Dikhaao Chal Ke
861,Inteha Ho Gayi Intezaar Ki
862,Intezaar
863,Is Mod Se Jaate Hain
864,Is Nagari Mein
865,Is Pal
866,Is Pal Ki Soch
867,Is Pyar Se Meri Taraf Na Dekho
868,Is Shaane Karam Ka – Qawali
869,Is This Love – Kahin Na Laage
870,Ishaqzaade
871,Ishq Bina
872,Ishq Bulaava
873,Ishq Chadha Hai
874,Ishq Chupta Nahi
875,Ishq Chupta Nahi Chupane Se
876,Ishq Da Sutta
877,Ishq De Fanniyar
878,Ishq Di Baajiyan
879,Ishq Hai Ishq Hai
880,Ishq Hua
881,Ishq Ki Galee
882,Ishq Nachaya Kare
883,Ishq Risk
884,Ishq Samundar
885,Ishq Shava
886,Ishq Sufiyana (Male)
887,Ishq Tera
888,Ishq Vishq
889,Ishq Vishq Pyaar Vyaar
890,Ishq Wala Love
891,Ishqa
892,Ishqe Di Lat
893,Ishqyaun Dhishyaun
894,Ishtehaar
895,Iski Uski
896,Issaqbaazi
897,Itna Sannata Kyun Hai
898,Itni Badi Mehfil
899,Itni Si Baat Hai
900,Ittefaq Se Raat Baaki
901,It’s All About Tonight
902,It’s Magic
903,It’s the Time to Disco
904,Ja Ja Ja Mere Bachpan
905,Jaa Sajna Tujhko Bhula
906,Jaadoo Jaadoo
907,Jaadu Tone Waaliyan
908,Jaage Hain
909,Jaan Nisaar
910,Jaana Hai
911,Jaana Ve
912,Jaane
913,Jaane Bhi De (Duet)
914,Jaane De
915,Jaane Dil Mein
916,Jaane Kahan Mera Jigar Gaya Ji
917,Jaane Kya
918,Jaane Kya Dhoondhta Hai
919,Jaane Kyun
920,Jaane Nahi Denge Tujhe
921,Jaane Tere Shehar Ka
922,Jaane Ye Kya Hua
923,Jaaneman Aah
924,Jaaneman Jaane Jaan
925,Jaanu
926,Jaati Hoon Main
927,Jab Chaye Tera Jadoo
928,Jab Dil Miley
929,Jab Haal E Dil Tumse Kehne Ko
930,Jab Kisiki Taraf Dil
931,Jab Koi Baat Bigad Jaye
932,Jab Mehndi Lag Lag Jaave
933,Jab Mila Tu
934,Jab Se Hum Tere
935,Jab Se Mere Naina
936,Jab Se Tumko Dekha
937,Jab Tak
938,Jab Tak Hai Jaan
939,Jab Tak Hai Jaan Mashup
940,Jab Tum (Female)
941,Jab Tum Chaho
942,Jab Tumhein Aashiqui Maloom
943,Jab Zero Diya Mere Bharat Ne
944,Jadugar Ka Jadoo
945,Jag Ghoomeya
946,Jag Ghoomeya (Female)
947,Jag Ja
948,Jahan Mil Jayen Chaar Yaar
949,Jahan Teri Yeh Nazar Hai
950,Jai Govinda Jai Gopala
951,Jai Ho
952,Jai Ho Tiltle Song
953,Jai Jai Shiv Shankar
954,Jai Mata Di
955,Jal Rahin Hain
956,Jalebi Bai
957,Jalte Diye
958,Jalwa
959,Jana Tumhare Pyar Mein
960,Janam Janam
961,Jane Kahan Gaye Woh Din
962,Jane Kahan Gayi
963,Jane Kaise Kab Kahan Iqrar Ho Gaya
964,Jane Kya Dhoondti Rahti Hai
965,Jane Kyun
966,Jane Na Nazar Pehchane Jigar
967,Janeman Ek Nazar Dekh Le
968,Janib (Duet)
969,Jannatein Kahan
970,Jashna Hai Mohabbat Ka
971,Jatt Jaguar
972,Jawaani Le Doobi
973,Jawani Janeman
974,Jawani Ki Rail Kahin Choot Na Jaye
975,Jay-Jaykara
976,Je T’aime
977,Jee Karda
978,Jee Le Zaraa
979,Jee Ve Sohaneya
980,Jeeley Yeh Lamhe
981,Jeena Jeena
982,Jeena Yahan Marna Yahan
983,Jeene Laga Hoon
984,Jeeta Hoon Jiske Liye
985,Jeete Hain Chal
986,Jeevan Se Bhari Teri Ankhen
987,Jeeye To Jeeye Kaise (Duet Version)
988,Jeth Ki Dophar Mein
989,Jhak Maar Ke
990,Jhalak Dikhla Ja
991,Jhalla Wallah
992,Jhanan Ghoongar Baje
993,Jhanjariya
994,Jhanjariya Meri Chanak
995,Jhelum
996,Jhoka Hawa Ka Aaj Bhi
997,Jhoom Barabar Jhoom
998,Jhoot Nahin Bolna
999,Jhuki Jhuki Si Nazar
1000,Jhumritalaiyya
1001,Ji Huzoori
1002,Jigar Da Tukda
1003,Jingle Jingle
1004,Jis Desh Mein Ganga Rehta Hai
1005,Jis Gali Mein Tera Ghar
